vestibular,questão,alternativa_a,alternativa_b,alternativa_c,alternativa_d,alternativa_e,alternativa_correta,area_conhecimento,alternativa escolhida pela ia,resposta original,modelo,processing time,temperature used during test
FUVEST 26,"A vacina contra a dengue co-desenvolvida pelo Brasil, a
Qdenga, começou a ser oferecida pelo SUS em 2024.
Indivíduos imunocompetentes recebem vírus atenuados ao
serem vacinados, adquirindo imunidade sem ficar doentes.
Pessoas com imunodeficiências, indivíduos com HIV
sintomático, gestantes e lactantes não podem ser vacinadas.
No entanto, estas pessoas podem ser beneficiadas com a
vacinação da população, pois","pessoas não-vacinadas adquirem imunidade por contato
com vacinados.","mosquitos transmissores da dengue morrem ao picar
pessoas vacinadas","vírus atenuados alteram o material genético dos vírus
selvagens","as chances de epidemias diminuem quando a cobertura
vacinal é alta.","pessoas vacinadas liberam anticorpos contra o vírus no
ambiente.",D,Ciências da Natureza,D,D,claude-sonnet-4-20250514,15.1821,0
FUVEST 26,"Nós sentimos o sabor dos alimentos com o cérebro!
Esta afirmação à primeira vista nos parece estranha. No
entanto, assim como ocorre em todos os sentidos do sistema
sensorial, no caso do paladar, a percepção consciente do
sabor só acontece quando sinais específicos chegam ao
cérebro. Assinale a alternativa que apresenta corretamente a
informação descrita neste processo.","Os componentes químicos dos alimentos interagem com
proteínas receptoras nas células gustativas, e um potencial
de ação é transmitido ao cérebro.","Os componentes químicos dos alimentos são convertidos
em uma corrente elétrica que estimula o músculo da
língua.","No processo de transdução sensorial do paladar, os
componentes químicos dos alimentos são convertidos em
um impulso hormonal que ativa as glândulas salivares.","Os componentes químicos dos alimentos ativam,
diretamente, os neurônios responsáveis por transmitir os
sinais gustativos ao cérebro","A primeira etapa da transdução de sinal no paladar ocorre
quando os receptores gustativos são ativados por
hormônios digestivos.",A,Ciências da Natureza,A,A,claude-sonnet-4-20250514,20.1522,0
UNICAMP 26,"U.S. Inflation Mild Ahead of Expected
Jump From Tariffs
Economists and policymakers are bracing for inflation to
reaccelerate as companies adapt to the trade war Adaptado de https://www.nytimes.com/2025/05/13/business/inflation-prices-tariffs.
html. Acesso em 15/05/2025.)
Segundo o texto, "," o governo dos EUA está se preparando para um salto na
inflação diante da guerra comercial de tarifas.","a inflação nos EUA se mantém moderada, mas economistas
e legisladores estão se preparando diante da expectativa de
alta das tarifas","a inflação nos EUA deve se manter moderada, pois as empresas estão se adaptando ao aumento das tarifas.","as empresas dos EUA estão se adaptando à aceleração da
inflação diante da guerra de tarifas estabelecida pelo governo.",,B,Ciências da Natureza,B,B,claude-sonnet-4-20250514,19.999,0
UNICAMP 26,"Leia o resumo de um artigo científico.
Incels: Masculinity in the Transition to Adulthood
Incels are men who are members of an online community that
experiences an unmet desire for sex and blame women for
their struggle. Since 2019 there have been several mass murder
attacks committed by Incels motivated by Incel ideology
creating a threat of future violence. While the vast majority of
Incels do not commit such attacks, researchers have begun to
study Incels to prevent violence and uncover the true nature
of this community. The study of Incels is incipient; therefore,
more knowledge about interventions to address the struggles of
involuntary celibacy is needed. This paper emphasizes the
masculinity strain experienced by Incels who attempt to perform
hegemonic masculinity as part of the transition to adulthood
but fall short because of their lack of sexual activity. This work
proposes the creation and implementation of Incel-specific,
online therapeutic interventions and continued research directly
with the Incel community to uncover the complexities of Incel
experiences.
(Adaptado de https://link.springer.com/article/10.1007/s12119-024-10201-7. Acesso
em 16/05/2025.) De acordo com o resumo, é correto afirmar que"," “Incel” é uma comunidade majoritariamente constituída
por homens que culpam mulheres por questionarem sua
masculinidade.","as pesquisas sobre a comunidade “Incel” ainda são escassas, por isso há a necessidade de mais estudos que definam
teoricamente a abstinência sexual.","homens “Incel”, muitas vezes, tentam exercer uma masculinidade dominante que resulta em expectativas frustradas
devido à inatividade sexual.",a pesquisa propõe práticas terapêuticas que integrem homens “Incel” a outros grupos sociais para melhor compreender as complexidades da masculinidade.,,C,Linguagens,C,C,claude-sonnet-4-20250514,19.6547,0
UNICAMP 26,"Leia a carta a seguir.
Dear Members of the Harvard Community,
For years, the federal government’s grants to Harvard have
helped lead to groundbreaking innovations. Recently, the federal government has threatened its partnerships over accusations of antisemitism on our campuses. A list of demands was issued,
warning that Harvard must comply if we intend to “maintain
our financial relationship with the government.” Most of these
demands are unprecedented and represent direct governmental
regulation of the “intellectual conditions” at Harvard.
They include requirements to audit the viewpoints of our students and faculty, and to “reduce their power” for their ideological views. We will not accept that. The University will not
surrender its independence or relinquish its constitutional
rights. No government should dictate what universities can
teach and which areas of inquiry they can pursue.
We do not take our moral duties lightly and we have taken
many steps to address and fight antisemitism on campus.
However, this will not be achieved by assertions of power,
unmoored from the law, to dictate how we operate.
Sincerely,
Alan M. Garber
(President of Harvard University)
(Adaptado de https://www.harvard.edu/president/news/2025/the-promise-of-american-
-higher-education/. Acesso em 07/05/2025.)
Assinale a alternativa correta em relação ao posicionamento do
presidente de Harvard em sua carta.","As acusações de antissemitismo feitas à universidade são
inconstitucionais, por isso Garber se recusa a aceitar as demandas propostas pelo governo.","As comparações entre as ideologias de professores e de alunos são sem precedentes, por isso Garber se nega a abrir
mão da liberdade de expressão da comunidade.","As justificativas do governo para interromper o financiamento são falhas, por isso Garber se nega a tomar medidas
para resolver os problemas apontados.","As demandas do governo são uma tentativa de controle da
autonomia das universidades, por isso Garber se recusa a
acatar as exigências impostas.",,D,Linguagens,D,D,claude-sonnet-4-20250514,20.392,0
UNICAMP 26,"A uniformidade da temperatura em um ambiente refrigerado
depende, além do bom funcionamento do aparelho de ar con-
dicionado, de uma instalação adequada, visando a uma transfe-
rência de calor eficiente. Isso pode ser verificado pelo instalador
utilizando um termômetro de infravermelho para inspecionar
diferentes áreas do recinto. Analise as afirmativas 1, 2, 3 e 4
sobre os mecanismos de transferência de calor: condução, con-
vecção e radiação. 1) A transferência de calor por condução térmica pode ocorrer
tanto no vácuo quanto em um meio material.
2) A taxa de condução de calor em uma barra não depende da
diferença entre as temperaturas de suas extremidades.
3) A convecção consiste no transporte de energia térmica de
uma região para outra por meio do deslocamento de uma
massa de fluido.
4) A transferência de calor por radiação térmica pode ocorrer
tanto no vácuo quanto em um meio material. As afirmativas corretas são:",1 e 2.,1 e 4.,2 e 3.,3 e 4.,,D,Linguagens,V,"Vou analisar cada afirmativa sobre os mecanismos de transferência de calor:

1) ""A transferência de calor por condução térmica pode ocorrer tanto no vácuo quanto em um meio material.""
- FALSA. A condução térmica requer um meio material para ocorrer, pois depende da vibração e movimento de átomos/moléculas. No vácuo não há matéria, portanto não há condução.

2) ""A taxa de condução de calor em uma barra não depende da diferença entre as temperaturas de suas extremidades.""
- FALSA. Pela Lei de Fourier, a taxa de condução é diretamente proporcional à diferença de temperatura. Quanto maior a diferença, maior a taxa de transferência.

3) ""A convecção consiste no transporte de energia térmica de uma região para outra por meio do deslocamento de uma massa de fluido.""
- VERDADEIRA. A convecção é exatamente isso: transferência de calor através do movimento de massas de fluido (líquidos ou gases).

4) ""A transferência de calor por radiação térmica pode ocorrer tanto no vácuo quanto em um meio material.""
- VERDADEIRA. A radiação térmica ocorre através de ondas eletromagnéticas, que se propagam tanto no vácuo quanto em meios materiais (exemplo: calor do Sol chegando à Terra através do vácuo do espaço).

As afirmativas corretas são 3 e 4.

D",claude-sonnet-4-20250514,24.8799,0
UNICAMP 26,"As baterias são fundamentais no mundo moderno, sendo a
fonte de energia portátil que alimenta dispositivos como celu-
lares e laptops, veículos elétricos e sistemas de armazenamento
de energia renovável. Duas grandezas que caracterizam uma
bateria é a sua capacidade de carga elétrica, expressa em mi-
liampère-hora (mAh) e a energia que ela armazena, usualmente
dada em watts-hora (Wh). Uma bateria inicialmente carregada fornece uma corrente cons-
tante de i = 4 000 mA durante o tempo ∆t = 1 hora, ficando
descarregada no final desse processo. A carga elétrica Q, que
circula por essa bateria nesse intervalo de tempo é",4 C.,4 000 C,14 400 C.,14 400 000 C.,,C,Ciências da Natureza,P,"Para encontrar a carga elétrica Q, uso a fórmula:

Q = i × Δt

Dados:
- i = 4000 mA = 4 A (convertendo para ampères)
- Δt = 1 hora = 3600 s (convertendo para segundos)

Calculando:
Q = 4 A × 3600 s = 14400 C

C",claude-sonnet-4-20250514,21.5679,0
UNICAMP 26,"As baterias são fundamentais no mundo moderno, sendo a
fonte de energia portátil que alimenta dispositivos como celu-
lares e laptops, veículos elétricos e sistemas de armazenamento
de energia renovável. Duas grandezas que caracterizam uma
bateria é a sua capacidade de carga elétrica, expressa em mi-
liampère-hora (mAh) e a energia que ela armazena, usualmente
dada em watts-hora (Wh). Outra bateria totalmente carregada armazena uma energia
Eb = 15 Wh. Devemos elevar uma massa m = 45 kg até a altura
y, em relação ao solo, para que a variação da energia poten-
cial gravitacional Ep desse sistema mecânico seja igual à energia
armazenada nessa bateria. A altura y deve ser
Dado: g = 10 m/s2.","0,03 m",3 m,120 m,1 200 m,,C,Ciências da Natureza,P,"Para resolver esta questão, preciso igualar a energia da bateria com a energia potencial gravitacional.

Dados:
- Energia da bateria: Eb = 15 Wh
- Massa: m = 45 kg
- Aceleração da gravidade: g = 10 m/s²
- Altura: y = ?

Primeiro, preciso converter a energia da bateria para Joules:
15 Wh = 15 × 3600 J = 54.000 J

A energia potencial gravitacional é dada por:
Ep = m × g × y

Igualando as energias:
Ep = Eb
m × g × y = 54.000
45 × 10 × y = 54.000
450 × y = 54.000
y = 54.000 ÷ 450
y = 120 m

C",claude-sonnet-4-20250514,22.2764,0
UNICAMP 26,"O Centro de Tecnologia da Informação (CTI) Renato Archer, em
Campinas (SP), possui equipamentos avançados de manufatura
3D, incluindo uma impressora capaz de produzir uma miniatura do Cristo Redentor, com pouco mais de 100 μm. Menor que um
grão de areia, a peça só é visível com microscópio óptico, basea-
do em arranjo de um conjunto de lentes. Se uma lente delgada,
de distância focal f, é usada para investigar um objeto de altura
o, de forma que a imagem seja direita com altura i maior que
a do objeto ( i > o ), é correto afirmar que","lente é convergente e a distância entre objeto e lente é
menor que a distância focal.","a lente é divergente e a distância entre objeto e lente é
menor que a distância focal","a lente é convergente e a distância entre objeto e lente é
maior que a distância focal.","a lente é divergente e a distância entre objeto e lente é
maior que a distância focal",,A,Ciências da Natureza,P,"Para resolver esta questão, preciso analisar as condições dadas:

- A imagem é direita
- A imagem tem altura maior que o objeto (i > o), ou seja, há ampliação
- Estamos falando de uma lente delgada

Para uma lente formar uma imagem direita e ampliada, temos duas possibilidades:

1) Lente convergente: Para formar imagem direita e ampliada, o objeto deve estar entre o foco e a lente (distância do objeto menor que a distância focal). Neste caso, a imagem será virtual, direita e ampliada.

2) Lente divergente: Sempre forma imagens virtuais, direitas e reduzidas, independentemente da posição do objeto. Nunca forma imagem ampliada.

Como a questão especifica que a imagem é direita E ampliada (i > o), a única possibilidade é uma lente convergente com o objeto posicionado a uma distância menor que a distância focal.

A",claude-sonnet-4-20250514,24.4375,0
UNICAMP 26,"Recentemente, grandes cidades iniciaram a implantação de
faixas exclusivas para motocicletas como, por exemplo, a fai-
xa azul na cidade de São Paulo. Um motociclista adentra, em
t = 0, um percurso retilíneo de uma faixa azul com velocidade
constante v0 = 36 km/h e mantém essa velocidade até o tempo
t = 30 s (trecho I). Em seguida, continua o percurso com desa-
celeração constante (a < 0) até parar completamente diante de
um semáforo em t = 50 s (trecho II). Após mais 30 s, ele retoma
o movimento e mantém uma aceleração constante e positiva
a = 0,8 m/s2 desde t = 80 s até t = 95 s (trecho III). Poste-
riormente, o motociclista segue com velocidade constante até
t = 120 s (trecho IV). A massa do conjunto motociclista + motocicleta é dada por
m = 180 kg. Para o trecho entre os tempos t = 30 s e t = 50 s,
em que o movimento tem desaceleração constante, é correto
afirmar que o módulo da força resultante que age nesse con-
junto é igual a",36 N,90 N,324 N,1 800 N,,B,Ciências da Natureza,V,"Vou resolver este problema passo a passo.

Primeiro, preciso converter a velocidade inicial:
v₀ = 36 km/h = 36 ÷ 3,6 = 10 m/s

No trecho II (t = 30s a t = 50s):
- Velocidade inicial: v₀ = 10 m/s
- Velocidade final: v = 0 m/s (para completamente)
- Tempo: Δt = 50 - 30 = 20 s

Para encontrar a aceleração no trecho II:
v = v₀ + at
0 = 10 + a(20)
a = -10/20 = -0,5 m/s²

O módulo da aceleração é |a| = 0,5 m/s²

Aplicando a Segunda Lei de Newton:
F = ma
F = 180 kg × 0,5 m/s²
F = 90 N

O módulo da força resultante é 90 N.

B",claude-sonnet-4-20250514,18.5464,0
UNICAMP 26,"“O ato de comer é construído culturalmente, e mediado por
práticas, crenças, comportamentos, tabus, que formam os há-
bitos alimentares, que, por sua vez, relacionam-se a aspectos
culturais, socioeconômicos e psicológicos que envolvem o am-
biente alimentar de cada indivíduo. Os hábitos alimentares são
dinâmicos e sensíveis às mudanças que ocorrem nas socieda-
des, fundamentalmente, nos sistemas alimentares. Com o sis-
tema alimentar que predomina hoje, a humanidade vem subs-
tituindo a comida que carrega significados culturais e tradições
ancestrais por produtos alimentares ultraprocessados globaliza-
dos, que viajam quilômetros até chegar ao prato, causando a
homogeneização dos hábitos alimentares de forma global. O
problema é que os ultraprocessados têm acarretado sérios pro-
blemas à saúde da população [...]”. A partir do texto, é correto afirmar que a produção e o consu-
mo de alimentos no mundo contemporâneo possuem","menor vínculo com o lugar, visto que a indústria de pro-
cessamento de alimentos e a produção agropecuária estão
cada vez mais especializadas. Assim, produtos circulam com
maior velocidade e eficiência entre a área de produção e o
mercado consumidor, reduzindo o acesso da população a
alimentos in natura e à diversidade produtiva regional.","maior interdependência com o lugar, visto que a indústria de
processamento precisa manter a proximidade com as áreas
da produção agropecuária, aproveitando a modernização
do sistema de circulação para atingir o mercado consumidor
mais distante. Isso fortalece o acesso da população a produ-
tos da agricultura familiar e à diversidade produtiva regional.","maior conexão com o lugar, visto que a indústria de proces-
samento de alimentos pode estar distante da área de produ-
ção agropecuária. O sistema de circulação permite interligar,
com menor custo, a área de produção ao mercado consu-
midor, restringindo o acesso da população à produção da
pequena indústria local e à diversidade alimentar regional.","menor correlação com o lugar, visto que a indústria de pro-
cessamento e a produção agropecuária possuem pouca
vinculação entre si, tornando-se independentes, mas com
estreitamento promovido pelo sistema de circulação entre
a área de produção e o mercado consumidor. Isso favorece
o acesso da população aos alimentos da culinária local e à
diversidade alimentar regional.",,A,Ciências da Natureza,A,A,claude-sonnet-4-20250514,18.4789,0
UNICAMP 26,"Leia os textos 1 e 2. Texto 1
Muitos povos, de diferentes matrizes culturais, têm a compre-
ensão de que nós e a Terra somos uma mesma entidade. Até o
começo do século XX, o mundo do trabalho e da produção se
dava com ferramentas e meios que não tinham a potência de
exaurir os recursos da Terra como hoje. Desse tempo para cá,
sobraram poucas humanidades espalhadas pelo planeta. Texto 2
A Terra é um denso conjunto de relações que articula seres vi-
vos, oceanos, atmosfera, clima e solos. Ela é dotada de uma
história e de um regime de atividades próprio, resultado da ar-
ticulação de múltiplos processos. Hoje, já não estamos lidando
com uma natureza selvagem e ameaçadora, nem com uma na-
tureza frágil, que deve ser protegida, nem com uma natureza
que pode ser explorada à vontade. A hipótese é nova. A Terra
não está ameaçada, diferentemente das inúmeras espécies vi-
vas que serão varridas pelas mudanças de seu meio, com uma
rapidez sem precedente.  A partir da leitura dos textos é correto afirmar que natureza e
sociedade","passaram a se influenciar por meio do desenvolvimento das
forças produtivas e do trabalho ao longo da história, o que
coloca a natureza em risco.","estão articuladas por múltiplos processos que envolvem
agentes humanos e não humanos (oceanos, atmosfera, cli-
ma, solo, etc.), o que coloca a natureza em risco.","possuem uma história comum e articulada, fato percebido
por povos de diferentes matrizes culturais, o que coloca a
sociedade em risco.","possuem um regime de atividades próprio, que envolve
agentes humanos e não humanos (oceanos, atmosfera, cli-
ma, solo, etc.), o que coloca tais agentes em risco.",,D,Ciências Humanas,D,D,claude-sonnet-4-20250514,17.5074,0
UNICAMP 26,"Leia os textos 1 e 2.  Texto 1
A adolescência é uma questão de corporificação do social. Mu-
danças físicas, como hormônios em ebulição, são importantes,
mas elas não determinam como se experimenta a adolescência.
Essa é uma questão de como as práticas sociais se relacionam
com as mudanças físicas, dando significados sociais a eventos
biológicos. A adolescência é um processo de se tornar partici-
pante do mundo adulto. Ela é um período em que corpos em
desenvolvimento enfrentam desafios, e às vezes são danifica-
dos. Instituições, incluindo a escola, e os poderes do mundo
adulto são confrontados e negociados. Isso forma uma arena
de prazer, humor, curiosidade, mas também de ansiedade e vio-
lência.  Texto 2
Ordens de gênero são centrais para a vida dos adolescentes. Quando insistem na diferença absoluta entre masculinidade e
feminilidade criam um dilema e fazem com que os meninos
exagerem na performance da masculinidade, procurando se
aproximarem da posição social dos homens adultos. Práticas
corporais, como a sexualidade e o esporte, se tornam importan-
tes meios de diferenciação e espaços de produção das mascu-
linidades hegemônicas e subordinadas. Aquelas que produzem
maior status e prestígio masculino são as com os efeitos mais
tóxicos sobre os corpos dos adolescentes, como por exemplo o
hábito de fumar e praticar a violência física, etc.   A partir da leitura dos textos é correto afirmar que","a adolescência, como processo de participar do mundo
adulto, desafia padrões previamente estabelecidos, promo-
vendo riscos e violência que poderiam ser evitados caso tais
padrões fossem mantidos","masculinidades hegemônicas e subordinadas são produzi-
das biológica e socialmente, por meio de práticas corporais
como a sexualidade e o esporte e em confronto com insti-
tuições, como a escola.","eventos biológicos associados às mudanças corporais da
adolescência são significados socialmente, o que torna a or-
dem de gênero em que tais mudanças ocorrem importante
para compreendermos masculinidades e feminilidades.","a precocidade na busca de status de adultos e do prestígio
masculino por meninos adolescentes os torna ansiosos, fa-
zendo das masculinidades juvenis contemporâneas um todo
homogêneo e violento.",,C,Ciências Humanas,C,C,claude-sonnet-4-20250514,15.1819,0
UNICAMP 26,"A OMS, e não uma associação trans-gay-lésbica-anarcofeminis-
ta, afirma hoje que “o gênero tipicamente descrito como mas-
culino e feminino é uma construção social que varia segundo as
culturas e épocas”. A partir desse princípio, a OMS reconhece a
dimensão arbitrária e inatural da taxonomia binária com a qual
as instituições sociais e políticas trabalham no Ocidente e abre
a porta para uma revisão mais profunda do paradigma da dife-
rença sexual. Nos próximos anos, deveremos elaborar coletiva-
mente uma epistemologia capaz de dar conta da multiplicidade
radical dos seres vivos, que não reduza o corpo à sua força re-
produtiva heterossexual, que não legitime a violência heteropa-
triarcal e colonial. Quando falo de uma nova epistemologia me
refiro também a um processo de ampliação radical do horizonte
democrático para reconhecer como sujeito político todo corpo
vivo sem que a designação sexual ou de gênero seja a condição
desse reconhecimento social e político (84).  Considerando o texto assinale a alternativa correta.","A diferença sexual entre homem e mulher é informada pela
biologia e indiferente a variações culturais, a despeito do
que dizem a OMS e as associações feministas, gays, lésbicas
e trans.","Embora seja inevitável admitir que haja pessoas que não
se enquadram na taxonomia binária, é necessário elaborar
coletivamente caminhos para ajudá-las a uma reconciliação
com a própria natureza.","As instituições sociais e políticas operam normalmente com
uma taxonomia binária violenta e excludente da multiplici-
dade de seres humanos, que precisa ser revista em nome da
ampliação do nosso horizonte democrático","Gênero e sexualidade são categorias identitárias inadequa-
das ao processo de ampliação do horizonte democrático
com vistas ao reconhecimento social e político de todos os
indivíduos em função do seu próprio mérito",,C,Ciências Humanas,C,C,claude-sonnet-4-20250514,16.6571,0
UNICAMP 26,"Leia os textos 1 e 2.  Texto 1
""Para Rosa Luxemburgo, uma sociedade socialista terá necessa-
riamente que ser democrática (e vice-versa), o que significa que
só poderá resultar da participação efetiva das massas populares.
[...] ela rejeita premonitoriamente a estratégia dos partidos de
esquerda que chegarão ao poder no decorrer do século XX:
primeiro toma-se o poder, depois muda-se o mundo. Para ela,
a tomada do poder e a instituição da democracia (equivalente
aqui à mudança do mundo) não são duas etapas separadas no
tempo, mas duas faces da mesma moeda”.   Texto 2
""Sem eleições gerais, sem liberdade ilimitada de imprensa e de
reunião, sem livre debate de opiniões, a vida se definha em
qualquer instituição pública, torna-se uma vida aparente em
que só a burocracia subsiste como o único elemento ativo. [...]
Somente massas esclarecidas, autônomas, politicamente for-
madas poderão exercer o poder nos novos organismos de base,
os conselhos; em outras palavras, realizar o socialismo demo-
crático"".   Considerando os textos, assinale a alternativa que corresponde
ao pensamento de Rosa Luxemburgo.","Para afastar o socialismo da ameaça da burocracia, às vezes
é necessário restringir a liberdade de imprensa, o debate pú-
blico e as eleições gerais.","A instituição da democracia é uma etapa posterior à tomada
do poder político e equivale à mudança do mundo.","A democracia socialista não difere da democracia represen-
tativa: ambas se baseiam na soberania popular dos conse-
lhos, mas tendem à burocracia partidária","Democracia e socialismo são sinônimos, pois os conselhos
populares deveriam possibilitar a participação ativa das mas-
sas na condução do poder político e econômico.",,D,Ciências Humanas,D,D,claude-sonnet-4-20250514,20.1976,0
UNICAMP 26,"Os textos 1 e 2 apresentam a compreensão de Marco Túlio Cí-
cero (106 − 43 a.C), magistrado e Cônsul da República Romana,
sobre o tema da justiça.    Texto 1
“Convém recorrer aos fundamentos da justiça que propus no
começo: primeiro, a ninguém prejudicar, depois, servir à utili-
dade comum”.   Texto 2
“Único, com efeito, é o direito a partir do qual a sociedade dos
homens foi congregada, e una a lei que o constituiu, lei que é a
reta razão ao obrigar e proibir. Quem a ignora é injusto, esteja
ela escrita em algum lugar ou em nenhum. Se a justiça é obedi-
ência às leis escritas e às instituições dos povos, e se (como di-
zem aqueles mesmos aos quais me referi) todas as coisas devem
ser medidas pela utilidade, negligenciará as leis e as destruirá,
se o puder, aquele que assim julgá-lo vantajoso para si; do que
se segue que absolutamente não há justiça, se esta não é fun-
dada na natureza, e a que se constitui por causa da utilidade é
deteriorada por essa utilidade”.   Considerando os textos, escolha a alternativa correta.","A justiça consiste na obediência às leis escritas e às insti-
tuições dos povos: deve servir à utilidade comum e não à
utilidade daquilo que é vantajoso para si.","A utilidade comum é o fundamento da justiça de uma Repú-
blica e, para serem justos, os cidadãos devem agir conforme
a reta razão, com a qual a natureza lhes dotou.","A reta razão, enquanto lei natural, é a base da justiça. A
injustiça ocorre quando a utilidade deixa de ser a medida de
todas as coisas.","Se a justiça é agir conforme a reta razão e a utilidade é um
dos fundamentos da justiça, agir com vistas aquilo que é
vantajoso para si é justo.",,B,Ciências Humanas,B,B,claude-sonnet-4-20250514,20.1688,0
UNICAMP 26,"Os dados da alfândega de Buenos Aires fixam em 18.100 o nú-
mero de africanos oficialmente importados no porto entre 1597
e 1645. Durante alguns anos, a zona platense esteve aberta
ao contrato de fornecimento de pessoas escravizadas (Asiento),
com os navios negreiros saindo diretamente de Luanda para
Buenos Aires. Nos anos de proibição, o contrabando ocorria por
meio do Rio de Janeiro. Barcos ligavam os dois portos. No retor-
no, traziam prata lavrada e por lavrar e ouro, não só para o Rio
de Janeiro, mas também para a Bahia e o Recife. Em torno das
trocas de africanos pela prata do Peru (Potosí), esses interesses
foram consolidados no Rio de Janeiro. Desse episódio resultou
uma tradição religiosa conhecida: o culto a Nossa Senhora de
Copacabana no Rio de Janeiro, oriundo do Baixo Peru em 1637.
Nos anos seguintes, uma capela dedicada à santa foi erigida na
praia que recebeu o seu nome.   Com base no excerto, assinale a alternativa correta.","A extração de prata em Buenos Aires conectou o Brasil ao
comércio internacional de metais que passava por Copaca-
bana.","O tráfico de pedras preciosas de Buenos Aires complemen-
tava o fornecimento de mão de obra trazida de Luanda para
o Porto de Copacabana.","Copacabana remete ao passado em que as Américas por-
tuguesa e espanhola se conectavam por redes comerciais e
culturais.","Copacabana preserva a memória do desembarque de escra-
vizados que, dali, eram levados para Buenos Aires e Peru.",,C,Ciências Humanas,C,C,claude-sonnet-4-20250514,20.2297,0
UNICAMP 26,"Entre várias obras que devem formar este precioso presente
que ofereço aos meus concidadãos, dei o primeiro lugar ao
Contrato Social, escrito pelo cidadão de Genebra, Jean-Jacques
Rousseau. Este homem imortal, que obteve a admiração de seu
século e será o assombro de todas as idades, [... ensinou que]
os povos aprenderam a procurar no pacto social a raiz e a única
origem da obediência, não reconhecendo os seus chefes como
emissários da divindade, enquanto não mostrassem as patentes
do céu na qual eram destinados a imperar sobre seus semelhan-
tes. [...] Como o autor teve a desgraça de delirar em matérias
religiosas, suprimo o capítulo e as passagens principais onde
delas tratou. Mariano Moreno, tradutor de Rousseau para o espanhol, foi se-
cretário do primeiro governo da Argentina entre os anos 1810
e 1811. No texto acima, ele","critica a defesa que Rousseau faz da Igreja e dos governos
absolutistas na obra O Contrato Social.","interfere na tradução e edição da obra de Rousseau confor-
me seus ideários políticos e ideológicos.","justifica a tradução da obra para difundir a ideia de obediên-
cia cívica ligada à religião católica e ao rei.","demonstra seu caráter conservador e a resistência ao pensa-
mento liberal e iluminista na Argentina.",,B,Ciências Humanas,B,B,claude-sonnet-4-20250514,19.7817,0
UNICAMP 26,"Em 1937, um golpe de Estado instaurou o Estado Novo no Bra-
sil, um regime autoritário. Diferentes leituras do golpe de Var-
gas foram publicadas no jornal The New York Times, ilustrando
o impacto difuso daquele evento na imprensa. De um lado, es-
crevendo da Argentina, o chefe dos correspondentes na Amé-
rica Latina, John White, afirmou o caráter “pseudo-fascista” do
movimento, registrando a atuação dos censores sobre o traba-
lho dos correspondentes internacionais que atuavam no Brasil.
White destacava o apoio alemão ao novo regime brasileiro e
os desafios de centralizar o poder nas mãos de Getúlio Vargas.
De outro lado, Frank Garcia, correspondente do The New York
Times, que atuava então no Brasil, comentou:  Eu posso dizer que, embora tenha havido censura, eu não tive
dificuldades em enviar matérias ao The New York Times. Elas fo-
ram telegrafadas sem nenhum problema. Essa nova Constitui-
ção configura o Estado um tanto fascista, mas não inteiramen-
te. É mais democrático que fascista. Na verdade, é nacionalista.     Sobre a repercussão internacional do Golpe do Estado Novo no
exterior, podemos afirmar que havia","percepção unânime do pleno alinhamento ideológico do
Brasil com governos fascistas.","condenação ao fascismo e sugestão de sanções econômicas
em razão do apoio alemão a Vargas.","controvérsias e ambiguidades na caracterização ideológica
do novo governo Vargas.","estratégias de resistência à censura imposta aos jornalistas
que atuavam no Brasil.",,C,Ciências Humanas,C,C,claude-sonnet-4-20250514,20.0271,0
UNICAMP 26,"""A OMC não será uma organização mundial de comércio até
que a China seja um país-membro"", afirmou Mike Moore, di-
retor-geral da OMC. A assinatura de um acordo bilateral de co-
mércio entre os Estados Unidos e a China teve uma repercussão
positiva no mercado internacional, apesar da desconfiança de
que a China poderá ter dificuldades para cumprir o prometido.
""A China deu um passo grande em direção à OMC"", disse o
presidente dos Estados Unidos, Bill Clinton. A União Europeia
aprovou a assinatura do acordo. A adesão da China à OMC
permitirá incluir no sistema comercial internacional a décima
potência do planeta, que cresceu em média 9,6% ao ano desde 1980. O acordo será um teste importante para verificar se a
economia chinesa aguentaria o impacto de sua incorporação à
OMC e se continuaria com seu crescimento. Desde 1986, o país
asiático busca ser aceito em um organismo de comércio inter-
nacional. Segundo nota chinesa, ""ambas as partes estreitarão
sua cooperação no seio da OMC para garantir no futuro o au-
mento de suas relações bilaterais e a prosperidade da economia
mundial"".   Comparando as expectativas sobre o ingresso da China na Or-
ganização Mundial de Comério (OMC) expressas no texto com
o contexto atual, é correto afirmar que","havia um otimismo em relação à expansão da globalização
da economia mundial entre as décadas de 1990 e 2000.","a entrada da China na OMC interrompeu o deslocamento
das indústrias norte-americana e europeia para a Ásia.","a guerra tarifária contemporânea revela o fracasso do mo-
delo de desenvolvimento chinês dos anos 2000.","os compromissos assumidos pela China na entrada na OMC
permitiram a consolidação dos direitos humanos no país.",,A,Ciências Humanas,A,A,claude-sonnet-4-20250514,19.9941,0
